Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Free shipping;Thumbnail;Detailed image;Product name;Description;Meta keywords;Meta description;Features;Options;Short description;Status;Vendor;Product type;Image URL;Items in box
"H96ATBLX";"en";"1027";"";"0.00";"5050.00";"0.000";"1";"N";"";"exim/backup/images/Capture_lnqu-ou.PNG#{[ar]:;[en]:;}";"â€‹H96EFT â€“ Touch Hood + Timer + Remote control";"<p>H96EFT â€“ Touch Hood + Timer + Remote control</p><p>ï‚· 90CM Decorative Glass Hood.</p><p>ï‚· Huge capacity: 3 speeds & 650mÂ³/h.</p><p>ï‚· Remote control for easy operation.</p><p>ï‚· Tempered black glass.</p><p>ï‚· TOUCH control panel.</p><p>ï‚· Reminder alarm.</p><p>ï‚· Digital CUT-OFF timer.</p><p>ï‚· Ducting or Recycling operation.</p><p>ï‚· Double chimney motor.</p><p>ï‚· Washable aluminum filters (Dishwasher safe).</p><p>ï‚· Carbon filters (Optional).</p><p>ï‚· Lowest noise level: 56dBA.</p><p>ï‚· 2 LED lambs.</p><p>ï‚· NR-V system.</p>";"";"";"";"";"<p>Ø´ÙØ§Ø· Ø¯ÙŠÙƒÙˆØ±Ø§ØªÙŠÙ 90 Ø³Ù… +ØªØ§ØªØ´ + Ø±ÙŠÙ…ÙˆØª + Ù‚ÙˆØ© 650 Ù…ØªØ± </p><p>Ø¶Ù…Ø§Ù† 10 Ø³Ù†ÙˆØ§Øª , ØµÙ†Ø§Ø¹Ù‡ ØªØ±ÙƒÙŠ </p>";"A";"SCT";"P";"";"min:0;max:0"
